User_ID,Series_Title,Watched_to_End,Age_Group
40,Nueve reinas,True,youth
40,After Hours,True,youth
40,A Man for All Seasons,True,youth
40,The Lion King,False,youth
41,All Quiet on the Western Front,True,seniors
41,E.T. the Extra-Terrestrial,True,seniors
41,Once,False,seniors
41,Death Note: Desu nôto,False,seniors
41,Malcolm X,True,seniors
41,(500) Days of Summer,True,seniors
41,Hamlet,False,seniors
41,The Untouchables,True,seniors
41,Kahaani,True,seniors
41,Tumbbad,True,seniors
41,Chugyeokja,True,seniors
41,Rushmore,True,seniors
41,Kokuhaku,True,seniors
42,Kaze tachinu,True,youth
42,Harry Potter and the Deathly Hallows: Part 1,True,youth
42,The French Connection,True,youth
42,Das Experiment,True,youth
42,The Gentlemen,True,youth
42,28 Days Later...,True,youth
42,Vozvrashchenie,True,youth
42,La Strada,True,youth
42,Scent of a Woman,False,youth
42,My Left Foot: The Story of Christy Brown,True,youth
42,C.R.A.Z.Y.,True,youth
43,La planète sauvage,True,adults
43,Spotlight,True,adults
43,Pink,True,adults
43,Soul,True,adults
43,Requiem for a Dream,True,adults
43,Edge of Tomorrow,True,adults
43,Goldfinger,True,adults
43,The Matrix,True,adults
43,Belle de jour,True,adults
43,Casablanca,True,adults
43,Close Encounters of the Third Kind,True,adults
44,The Killing,True,seniors
44,Stardust,True,seniors
44,Dev.D,True,seniors
44,Zombieland,True,seniors
44,The Terminator,True,seniors
44,Rush,True,seniors
44,Giant,True,seniors
44,Sherlock Holmes,True,seniors
44,Låt den rätte komma in,True,seniors
44,Warrior,True,seniors
44,Blue Velvet,True,seniors
45,La Vie En Rose,False,adults
45,Cast Away,True,adults
45,"Planes, Trains & Automobiles",False,adults
45,Dunkirk,False,adults
45,Bridge of Spies,True,adults
45,Hamlet,True,adults
45,The Lady Vanishes,True,adults
45,Kis Uykusu,True,adults
46,Arrival,True,youth
46,Song of the Sea,False,youth
46,Touch of Evil,True,youth
46,This Is Spinal Tap,True,youth
46,Secrets & Lies,True,youth
46,The Longest Day,True,youth
46,Les choristes,True,youth
46,Nuovo Cinema Paradiso,True,youth
46,Batman Begins,True,youth
46,Lilja 4-ever,True,youth
46,When Harry Met Sally...,True,youth
46,The Big Short,False,youth
46,The Hobbit: The Desolation of Smaug,True,youth
46,Manbiki kazoku,True,youth
46,Huo Yuan Jia,True,youth
46,Veer-Zaara,True,youth
47,The Lunchbox,True,seniors
47,The Godfather: Part II,True,seniors
47,Pâfekuto burû,True,seniors
47,To Kill a Mockingbird,True,seniors
47,Paan Singh Tomar,True,seniors
47,Forrest Gump,True,seniors
47,Man on Fire,True,seniors
47,La La Land,True,seniors
47,Billy Elliot,True,seniors
47,Nebraska,False,seniors
48,Mr. Nobody,True,seniors
48,Touch of Evil,True,seniors
48,Hotaru no haka,True,seniors
48,Chhichhore,False,seniors
48,The Ten Commandments,True,seniors
48,Night of the Living Dead,True,seniors
48,A Wednesday,False,seniors
48,Paper Moon,True,seniors
48,Vizontele,True,seniors
48,Toy Story 4,True,seniors
48,Finding Nemo,True,seniors
49,Der Himmel über Berlin,True,adults
49,Hot Fuzz,True,adults
49,Mad Max: Fury Road,True,adults
49,Interstellar,True,adults
49,Notorious,True,adults
49,Gisaengchung,False,adults
49,Once,True,adults
49,Strangers on a Train,True,adults
49,Pink,True,adults
50,The Ten Commandments,False,seniors
50,The Gold Rush,True,seniors
50,Ocean's Eleven,True,seniors
50,Roman Holiday,True,seniors
50,Dip huet seung hung,True,seniors
50,The Lady Vanishes,True,seniors
50,Kal Ho Naa Ho,True,seniors
50,Naked,True,seniors
50,"Aguirre, der Zorn Gottes",True,seniors
50,Sling Blade,True,seniors
50,Sense and Sensibility,False,seniors
50,Gone Baby Gone,True,seniors
50,Magnolia,True,seniors
50,Jaws,True,seniors
50,Edward Scissorhands,False,seniors
50,On the Waterfront,True,seniors
50,Gran Torino,True,seniors
50,Blade Runner 2049,True,seniors
50,Silver Linings Playbook,False,seniors
50,Batman: Mask of the Phantasm,True,seniors
51,Rio Bravo,True,youth
51,Sin City,True,youth
51,Captain Fantastic,True,youth
51,A Man for All Seasons,True,youth
51,Rupan sansei: Kariosutoro no shiro,True,youth
51,Rosemary's Baby,True,youth
51,Les quatre cents coups,False,youth
51,Joker,True,youth
52,The Pursuit of Happyness,True,adults
52,Adaptation.,True,adults
52,Shine,True,adults
52,The Bourne Supremacy,True,adults
52,Naked,True,adults
52,Good Will Hunting,True,adults
52,The Gentlemen,True,adults
52,Invasion of the Body Snatchers,True,adults
52,Magnolia,True,adults
52,The Purple Rose of Cairo,True,adults
52,Watchmen,True,adults
53,Black Hawk Down,True,youth
53,The Iron Giant,True,youth
53,Room,True,youth
53,Nosferatu,True,youth
53,Strangers on a Train,True,youth
53,American Beauty,True,youth
54,The Manchurian Candidate,True,seniors
54,Key Largo,True,seniors
54,Gandhi,True,seniors
54,The King of Comedy,True,seniors
54,The Nightmare Before Christmas,True,seniors
54,Fear and Loathing in Las Vegas,False,seniors
54,Mr. Nobody,True,seniors
54,Lawrence of Arabia,True,seniors
55,Donnie Brasco,True,adults
55,Star Trek,True,adults
55,Clerks,True,adults
55,Toy Story 3,True,adults
55,The Last Picture Show,True,adults
55,How to Train Your Dragon,True,adults
55,Vizontele,True,adults
55,Udaan,True,adults
55,The Wizard of Oz,True,adults
55,To Kill a Mockingbird,True,adults
55,Låt den rätte komma in,True,adults
55,G.O.R.A.,True,adults
55,Adaptation.,True,adults
56,Where Eagles Dare,True,adults
56,Close Encounters of the Third Kind,True,adults
56,3 Idiots,True,adults
56,Mulholland Dr.,True,adults
56,Munna Bhai M.B.B.S.,True,adults
56,"Swades: We, the People",True,adults
56,The Illusionist,True,adults
56,It Happened One Night,True,adults
56,Zootopia,True,adults
56,Little Women,True,adults
56,Kis Uykusu,True,adults
56,X-Men: Days of Future Past,True,adults
56,"I, Daniel Blake",True,adults
56,East of Eden,True,adults
56,Paths of Glory,True,adults
56,Nelyubov,True,adults
56,Hotaru no haka,True,adults
57,Philadelphia,True,adults
57,Dilwale Dulhania Le Jayenge,True,adults
57,Persona,True,adults
57,Bound by Honor,True,adults
57,Saving Private Ryan,True,adults
57,Big Hero 6,True,adults
57,Fargo,True,adults
57,Le locataire,True,adults
57,Brazil,True,adults
57,The Best Years of Our Lives,True,adults
57,Munna Bhai M.B.B.S.,True,adults
58,Dil Chahta Hai,True,youth
58,Dip huet seung hung,True,youth
58,Le salaire de la peur,True,youth
58,Primal Fear,False,youth
58,Ford v Ferrari,True,youth
58,Repulsion,False,youth
58,JFK,True,youth
58,Lola rennt,True,youth
59,Nightcrawler,False,seniors
59,Kimi no na wa.,False,seniors
59,Viskningar och rop,False,seniors
59,La montaña sagrada,False,seniors
59,The Verdict,True,seniors
59,The Help,False,seniors
59,Tombstone,True,seniors
59,Hotaru no haka,True,seniors
59,The Princess Bride,True,seniors
59,Omoide no Mânî,True,seniors
59,The Muppet Christmas Carol,True,seniors
59,Tropa de Elite 2: O Inimigo Agora é Outro,True,seniors
59,American Psycho,True,seniors
59,Vizontele,True,seniors
59,Kung fu,True,seniors
60,Finding Nemo,True,adults
60,The Last King of Scotland,True,adults
60,Les diaboliques,True,adults
60,Avatar,True,adults
60,The Princess Bride,True,adults
60,This Is England,True,adults
60,Cast Away,True,adults
60,The Big Short,True,adults
61,Dip huet seung hung,True,adults
61,E.T. the Extra-Terrestrial,True,adults
61,The Fall,True,adults
61,The Muppet Movie,True,adults
61,Sicario,True,adults
61,Amarcord,False,adults
61,Avengers: Endgame,True,adults
61,Dallas Buyers Club,False,adults
62,Avengers: Endgame,True,seniors
62,End of Watch,True,seniors
62,The Grand Budapest Hotel,False,seniors
62,La grande bellezza,True,seniors
62,The Circus,True,seniors
62,Barton Fink,True,seniors
62,Deadpool,True,seniors
62,Adams æbler,True,seniors
62,Black,True,seniors
62,La règle du jeu,True,seniors
62,Forushande,True,seniors
62,A Clockwork Orange,True,seniors
63,Lat sau san taam,True,youth
63,Under sandet,True,youth
63,Annie Hall,True,youth
63,M - Eine Stadt sucht einen Mörder,True,youth
63,Avengers: Endgame,True,youth
63,Dog Day Afternoon,True,youth
63,After Hours,True,youth
63,Gongdong gyeongbi guyeok JSA,True,youth
63,Dawn of the Dead,False,youth
63,Gully Boy,True,youth
63,The Machinist,False,youth
63,Fight Club,True,youth
63,Kôkaku Kidôtai,True,youth
64,Festen,False,seniors
64,Changeling,True,seniors
64,Shutter Island,True,seniors
64,Mr. Smith Goes to Washington,True,seniors
64,Ang-ma-reul bo-at-da,True,seniors
64,X-Men: Days of Future Past,True,seniors
64,Black,True,seniors
64,Before Sunrise,True,seniors
64,Nefes: Vatan Sagolsun,True,seniors
65,I Am Sam,True,adults
65,Sense and Sensibility,True,adults
65,Ayla: The Daughter of War,True,adults
65,1917,True,adults
65,Boyz n the Hood,True,adults
65,Leviafan,True,adults
65,Close Encounters of the Third Kind,True,adults
66,Moneyball,True,youth
66,The Sound of Music,True,youth
66,Eskiya,True,youth
66,Mou gaan dou,True,youth
66,The Naked Gun: From the Files of Police Squad!,True,youth
66,The Incredibles,True,youth
66,Vozvrashchenie,False,youth
66,Rupan sansei: Kariosutoro no shiro,True,youth
66,C.R.A.Z.Y.,True,youth
66,Being John Malkovich,True,youth
66,Nightcrawler,True,youth
66,Drishyam,True,youth
67,Haider,True,adults
67,Shadow of a Doubt,True,adults
67,My Left Foot: The Story of Christy Brown,True,adults
67,Beauty and the Beast,True,adults
67,21 Grams,True,adults
67,Sicario,True,adults
67,Scarface: The Shame of the Nation,True,adults
67,The Curious Case of Benjamin Button,True,adults
67,Do the Right Thing,True,adults
67,Double Indemnity,True,adults
68,Zodiac,True,youth
68,Once Upon a Time in America,True,youth
68,The Last King of Scotland,True,youth
68,The Usual Suspects,True,youth
68,Dilwale Dulhania Le Jayenge,True,youth
68,Sicario,True,youth
68,About Time,True,youth
68,Kaguyahime no monogatari,True,youth
68,Tengoku to jigoku,True,youth
68,Mimi wo sumaseba,True,youth
68,The Green Mile,True,youth
68,Titanic,False,youth
68,The Imitation Game,True,youth
68,Get Out,True,youth
69,Gladiator,True,adults
69,Hell or High Water,True,adults
69,Fear and Loathing in Las Vegas,True,adults
69,Dirty Harry,True,adults
69,Special Chabbis,True,adults
69,Ex Machina,True,adults
69,The Searchers,True,adults
69,Sunset Blvd.,True,adults
69,The Lord of the Rings: The Return of the King,True,adults
70,Duck Soup,True,seniors
70,Baby,True,seniors
70,Jaws,True,seniors
70,Cinderella Man,True,seniors
70,The Lunchbox,True,seniors
71,Dial M for Murder,False,seniors
71,Paper Moon,True,seniors
71,The Matrix,True,seniors
71,Joyeux Noël,True,seniors
71,The Last Samurai,True,seniors
71,The Last Emperor,True,seniors
71,Harold and Maude,True,seniors
71,Touch of Evil,True,seniors
71,Black,True,seniors
72,Flipped,True,adults
72,My Name Is Khan,True,adults
72,The Intouchables,True,adults
72,Capharnaüm,True,adults
72,Chugyeokja,True,adults
72,Hell or High Water,True,adults
72,Iron Man,True,adults
72,Scarface: The Shame of the Nation,True,adults
72,Short Cuts,True,adults
72,Kimi no na wa.,False,adults
72,"I, Daniel Blake",True,adults
73,Kaze no tani no Naushika,True,youth
73,Heat,True,youth
73,Flipped,True,youth
73,The Color Purple,True,youth
73,Det sjunde inseglet,True,youth
73,This Is England,True,youth
73,Only the Brave,False,youth
73,Beauty and the Beast,False,youth
73,Persepolis,True,youth
73,The Pursuit of Happyness,True,youth
73,Giù la testa,True,youth
73,The Boy in the Striped Pyjamas,True,youth
74,Kramer vs. Kramer,True,seniors
74,The Boondock Saints,True,seniors
74,Das Cabinet des Dr. Caligari,True,seniors
74,Stardust,True,seniors
74,The Elephant Man,True,seniors
74,The Man Who Shot Liberty Valance,True,seniors
74,Mr. Nobody,True,seniors
74,Big Hero 6,True,seniors
74,Halloween,True,seniors
74,In a Lonely Place,True,seniors
74,The Matrix,True,seniors
74,The Lost Weekend,True,seniors
74,Duck Soup,True,seniors
75,Flipped,True,seniors
75,Ikiru,True,seniors
75,Seven Pounds,True,seniors
75,The Lion King,True,seniors
75,Braveheart,True,seniors
75,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",True,seniors
76,Unforgiven,True,youth
76,A Christmas Story,True,youth
76,A Little Princess,True,youth
76,The Boy in the Striped Pyjamas,True,youth
76,Jules et Jim,True,youth
76,Klaus,True,youth
76,Sunrise: A Song of Two Humans,False,youth
76,Bronenosets Potemkin,True,youth
76,Hævnen,True,youth
76,Uri: The Surgical Strike,True,youth
77,Singin' in the Rain,True,youth
77,October Sky,True,youth
77,Bohemian Rhapsody,True,youth
77,The Shining,True,youth
77,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",False,youth
77,Kis Uykusu,False,youth
77,Halloween,True,youth
77,Big Fish,False,youth
77,Kind Hearts and Coronets,True,youth
77,The Irishman,True,youth
77,Glengarry Glen Ross,True,youth
77,12 Angry Men,True,youth
77,Willy Wonka & the Chocolate Factory,False,youth
77,The Imitation Game,True,youth
78,Training Day,True,seniors
78,Rebecca,True,seniors
78,Ex Machina,True,seniors
78,Black,True,seniors
78,Philadelphia,True,seniors
78,Dil Chahta Hai,True,seniors
78,Brazil,False,seniors
78,Zootopia,True,seniors
78,The Pursuit of Happyness,True,seniors
78,Empire of the Sun,True,seniors
78,Remember the Titans,False,seniors
78,Mysterious Skin,False,seniors
79,3 Idiots,True,adults
79,Boogie Nights,True,adults
79,The Intouchables,True,adults
79,Forushande,True,adults
79,Iron Man,True,adults
79,The Social Network,True,adults
79,Raging Bull,True,adults
79,Taxi Driver,False,adults
80,Mary Poppins,True,seniors
80,Captain America: The Winter Soldier,True,seniors
80,Alien,True,seniors
80,Good Will Hunting,True,seniors
80,Fa yeung nin wah,True,seniors
80,Rosemary's Baby,True,seniors
81,Dark Waters,True,youth
81,Blue Velvet,True,youth
81,Before Sunset,True,youth
81,Trainspotting,False,youth
81,Y tu mamá también,False,youth
81,Anand,True,youth
81,Big Hero 6,True,youth
81,Night on Earth,True,youth
81,Saw,True,youth
81,Barfi!,True,youth
81,The Big Short,True,youth
82,Mou gaan dou,True,adults
82,The Thin Red Line,True,adults
82,The Innocents,True,adults
82,Spotlight,False,adults
